job_title,job_location,job_department,job_url,first_seen,base_salary,job_type,job_level,job_apply_end_date,last_seen,is_active,company,company_url,job_board,job_board_url
Branch Manager - Bali,Denpasar,Admin And Ops,https://dealls.com/role/branch-manager-bali,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T09:11:21.115Z,True,PT. Dream Dare Discover (ZUMA Sandals),N/A,Dealls,https://dealls.com/
Account Executive,Semarang,Business Dev And Sales,https://dealls.com/role/account-executive-2,22/08/2024 07:11:18,3000000,fullTime,N/A,,2023-03-08T10:38:49.975Z,True,PT Rect Media Komputindo,N/A,Dealls,https://dealls.com/
Sr. System Engineer,Jakarta Pusat,It And Engineering,https://dealls.com/role/sr-system-engineer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-03-21T06:48:09.531Z,True,Digisign.id,N/A,Dealls,https://dealls.com/
Video Editor,Tangerang,Design And Creative,https://dealls.com/role/video-editor-8,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-14T09:09:24.134Z,True,mGanik Group - PT Mganik Grup Mitra Indonesia,N/A,Dealls,https://dealls.com/
Senior Video Editor/ Motion Graphic,Surabaya,Design And Creative,https://dealls.com/role/senior-video-editor-motion-graphic,22/08/2024 07:11:18,5000000,fullTime,N/A,,2023-03-08T08:50:32.986Z,True,Maxxi Tani,N/A,Dealls,https://dealls.com/
IT Support Engineer,Batam,It And Engineering,https://dealls.com/role/it-support-engineer-2,22/08/2024 07:11:18,7000000,fullTime,N/A,,2024-03-20T06:28:54.181Z,True,IndoCAD Pty Ltd,N/A,Dealls,https://dealls.com/
HR Generalist,Medan,Recruiting And People,https://dealls.com/role/hr-generalist-8,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-13T04:49:13.413Z,True,BALTINI,N/A,Dealls,https://dealls.com/
Video Editor,Surabaya,Design And Creative,https://dealls.com/role/video-editor-11,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-05T15:39:35.755Z,True,Tim Mizz Rosie,N/A,Dealls,https://dealls.com/
Cloud Engineer,Jakarta Selatan,It And Engineering,https://dealls.com/role/cloud-engineer-1,22/08/2024 07:11:18,7000000,fullTime,N/A,,2023-03-08T10:49:55.835Z,True,ICS Compute,N/A,Dealls,https://dealls.com/
Cloud Developer,Jakarta,It And Engineering,https://dealls.com/role/cloud-developer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-10T02:58:14.141Z,True,PT. EIKON Technology,N/A,Dealls,https://dealls.com/
Graphic Designer (Internship),Jakarta Utara,Design And Creative,https://dealls.com/role/graphic-designer-internship,22/08/2024 07:11:18,N/A,internship,N/A,,2023-03-08T13:50:04.406Z,True,PT Serikat Anak Nusantara Sukses (SANS),N/A,Dealls,https://dealls.com/
Information Security Engineer - Security Automation,Remote,It And Engineering,https://dealls.com/role/information-security-engineer-security-automation,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-11-01T06:11:40.737Z,True,JULO,N/A,Dealls,https://dealls.com/
Area Seles Supervisor,Bogor Regency,N/A,https://dealls.com/role/bussines-representative-jatim,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-03-15T04:18:06.831Z,True,mGanik Group - PT Mganik Grup Mitra Indonesia,N/A,Dealls,https://dealls.com/
Product Development Executive,Jakarta Selatan,Health And Science,https://dealls.com/role/product-development-executive-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-01T05:42:46.034Z,True,Mother of Pearl (MOP Beauty),N/A,Dealls,https://dealls.com/
Staff Evaluation Training,Semarang Regency,Recruiting And People,https://dealls.com/role/staff-evaluation-training,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-04T08:47:41.203Z,True,PT ara Shoes Indonesia,N/A,Dealls,https://dealls.com/
Backend Node Js,Jakarta Selatan,It And Engineering,https://dealls.com/role/backend-node-js,22/08/2024 07:11:18,6000000,fullTime,N/A,,2023-09-26T04:22:56.071Z,True,ITOMMEY Group,N/A,Dealls,https://dealls.com/
DevOps Engineer,Tangerang Selatan,It And Engineering,https://dealls.com/role/devops-engineer-12,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T13:20:09.033Z,True,Xapiens Teknologi Indonesia,N/A,Dealls,https://dealls.com/
Legal Officer,Bogor,Business Dev And Sales,https://dealls.com/role/legal-officer-10,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-09T07:56:06.554Z,True,Yayasan Cinta Quran Global,N/A,Dealls,https://dealls.com/
Front End Developer (React.JS),Jakarta Pusat,It And Engineering,https://dealls.com/role/front-end-developer-reactjs,22/08/2024 07:11:18,6000000,"fullTime,contract",N/A,,2023-03-08T06:13:10.916Z,True, Ezeelink Indonesia,N/A,Dealls,https://dealls.com/
BackEnd Engineer Mentor,Jakarta Pusat,It And Engineering,https://dealls.com/role/backend-engineer-mentor,22/08/2024 07:11:18,8000000,partTime,N/A,,2023-03-08T11:47:59.730Z,True,Akademis.id (PT Akademis Cerdaskan Bangsa),N/A,Dealls,https://dealls.com/
GOLO Copywriter,Tangerang,Design And Creative,https://dealls.com/role/golo-copywriter,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-24T09:56:33.224Z,True,mGanik Group - PT Mganik Grup Mitra Indonesia,N/A,Dealls,https://dealls.com/
Personal Assistant,Surabaya,Admin And Ops,https://dealls.com/role/personal-assistant-9,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-05T15:33:36.156Z,True,Tim Mizz Rosie,N/A,Dealls,https://dealls.com/
Business Development,Tangerang Selatan,Business Dev And Sales,https://dealls.com/role/business-development-35,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-19T11:25:19.076Z,True,Redwoods Digital,N/A,Dealls,https://dealls.com/
Technical Support Engineer,Jakarta Pusat,It And Engineering,https://dealls.com/role/technical-support-engineer-2,22/08/2024 07:11:18,N/A,contract,N/A,,2024-05-21T02:39:40.816Z,True,PT. Inovasi Anak Indonesia - PARKEE,N/A,Dealls,https://dealls.com/
Photo&VideoGrapher,Jakarta Utara,Design And Creative,https://dealls.com/role/photoandvideographer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-07T03:30:28.934Z,True,Jaddi+,N/A,Dealls,https://dealls.com/
Field Audit (Audit Lapangan),Tangerang,Finance And Accounting,https://dealls.com/role/field-audit-audit-lapangan,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-03-26T03:43:39.757Z,True,BPR Prima Kredit Mandiri,N/A,Dealls,https://dealls.com/
Fasilitator,Yogyakarta,Recruiting And People,https://dealls.com/role/fasilitator,22/08/2024 07:11:18,2000000,fullTime,N/A,,2024-07-23T00:54:49.486Z,True,Indobot Academy,N/A,Dealls,https://dealls.com/
3D Artist,Remote,Design And Creative,https://dealls.com/role/3d-artist-2,22/08/2024 07:11:18,N/A,freelance,N/A,,2023-10-18T01:20:15.148Z,True,ITOMMEY Group,N/A,Dealls,https://dealls.com/
Junior Backend Developer,Jakarta Pusat,It And Engineering,https://dealls.com/role/junior-backend-developer-1,22/08/2024 07:11:18,5000000,fullTime,N/A,,2024-08-13T13:00:36.473Z,True,PT Kaleb Makmur Adhigana (Kaleb Furniture),N/A,Dealls,https://dealls.com/
Business Development Manager (Retail F&B),Tangerang,Business Dev And Sales,https://dealls.com/role/business-development-manager-retail-fandb,22/08/2024 07:11:18,8000000,fullTime,N/A,,2024-07-25T03:19:09.577Z,True,Oelek Selera Nusantara,N/A,Dealls,https://dealls.com/
Color Matching Staff,Tangerang,Health And Science,https://dealls.com/role/color-matching-staff,22/08/2024 07:11:18,N/A,contract,N/A,,2024-02-05T10:29:16.433Z,True,BRIK,N/A,Dealls,https://dealls.com/
Sales Supervisor - Bogor Cileungsi,Bogor,Business Dev And Sales,https://dealls.com/role/sales-supervisor-bogor-cileungsi,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-17T04:00:12.489Z,True,BRIK,N/A,Dealls,https://dealls.com/
Area Sales Supervisor - Bali,Bali,Business Dev And Sales,https://dealls.com/role/area-sales-supervisor-bali,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-02-27T08:01:16.232Z,True,BRIK,N/A,Dealls,https://dealls.com/
Sales Manager (Cat) - Jabodetabek dan Jawa Barat,Bandung,Business Dev And Sales,https://dealls.com/role/sales-manager-cat-jabodetabek-dan,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-29T02:21:53.136Z,True,BRIK,N/A,Dealls,https://dealls.com/
Talent Acquisition,Tangerang,Recruiting And People,https://dealls.com/role/talent-acquisition-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-30T12:04:37.409Z,True,BRIK,N/A,Dealls,https://dealls.com/
Logistic Manager - Paint,Tangerang,Admin And Ops,https://dealls.com/role/logistic-manager,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-18T02:01:46.173Z,True,BRIK,N/A,Dealls,https://dealls.com/
Finance AR Admin,Banten,N/A,https://dealls.com/role/admin-penerimaan-pembayaran-ar,22/08/2024 07:11:18,N/A,contract,N/A,,2024-01-31T04:19:53.991Z,True,BRIK,N/A,Dealls,https://dealls.com/
Videographer,Jakarta,Design And Creative,https://dealls.com/role/videographer-5,22/08/2024 07:11:18,N/A,partTime,N/A,,2024-07-24T08:03:13.464Z,True,Tripilar,N/A,Dealls,https://dealls.com/
Software Engineer,Remote,It And Engineering,https://dealls.com/role/software-engineer-14,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-02T17:04:03.108Z,True,Tripilar,N/A,Dealls,https://dealls.com/
Data Analyst,Jakarta Barat,Data And Product Management,https://dealls.com/role/data-analyst-35,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-27T05:36:55.689Z,True,UENA Food,N/A,Dealls,https://dealls.com/
Project Expansion & Fit Out,Jakarta Barat,Design And Creative,https://dealls.com/role/project-expansion-and-fit-out-1,22/08/2024 07:11:18,5500000,fullTime,N/A,,2024-07-12T16:00:26.861Z,True,UENA Food,N/A,Dealls,https://dealls.com/
Frontend Developer,Remote,It And Engineering,https://dealls.com/role/frontend-developer-12,22/08/2024 07:11:18,45000000,fullTime,N/A,,2024-08-13T07:46:28.715Z,True,GoTu,N/A,Dealls,https://dealls.com/
B2B Specialist,Tangerang,Business Dev And Sales,https://dealls.com/role/b2b-specialist,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-28T05:01:07.040Z,True,Dragon Phoenix E-commerce,N/A,Dealls,https://dealls.com/
Staff Evaluation Training,Semarang Regency,Recruiting And People,https://dealls.com/role/staff-evaluation-training,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-04T08:47:41.203Z,True,PT ara Shoes Indonesia,N/A,Dealls,https://dealls.com/
DevOps Engineer,Tangerang Selatan,It And Engineering,https://dealls.com/role/devops-engineer-12,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T13:20:09.033Z,True,Xapiens Teknologi Indonesia,N/A,Dealls,https://dealls.com/
Backend Node Js,Jakarta Selatan,It And Engineering,https://dealls.com/role/backend-node-js,22/08/2024 07:11:18,6000000,fullTime,N/A,,2023-09-26T04:22:56.071Z,True,ITOMMEY Group,N/A,Dealls,https://dealls.com/
Legal Officer,Bogor,Business Dev And Sales,https://dealls.com/role/legal-officer-10,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-09T07:56:06.554Z,True,Yayasan Cinta Quran Global,N/A,Dealls,https://dealls.com/
Front End Developer (React.JS),Jakarta Pusat,It And Engineering,https://dealls.com/role/front-end-developer-reactjs,22/08/2024 07:11:18,6000000,"fullTime,contract",N/A,,2023-03-08T06:13:10.916Z,True, Ezeelink Indonesia,N/A,Dealls,https://dealls.com/
BackEnd Engineer Mentor,Jakarta Pusat,It And Engineering,https://dealls.com/role/backend-engineer-mentor,22/08/2024 07:11:18,8000000,partTime,N/A,,2023-03-08T11:47:59.730Z,True,Akademis.id (PT Akademis Cerdaskan Bangsa),N/A,Dealls,https://dealls.com/
Accounting & Finance Manager,Bekasi,Finance And Accounting,https://dealls.com/role/accounting-and-finance-manager,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T13:00:56.319Z,True,PT. Inti Pantja Press Indonesia,N/A,Dealls,https://dealls.com/
Activation coordinator,Surabaya,Business Dev And Sales,https://dealls.com/role/activation-coordinator,22/08/2024 07:11:18,5000000,fullTime,N/A,,2023-03-08T14:12:57.854Z,True,Multivers One,N/A,Dealls,https://dealls.com/
GOLO Copywriter,Tangerang,Design And Creative,https://dealls.com/role/golo-copywriter,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-24T09:56:33.224Z,True,mGanik Group - PT Mganik Grup Mitra Indonesia,N/A,Dealls,https://dealls.com/
Technical Support Engineer,Jakarta Pusat,It And Engineering,https://dealls.com/role/technical-support-engineer-2,22/08/2024 07:11:18,N/A,contract,N/A,,2024-05-21T02:39:40.816Z,True,PT. Inovasi Anak Indonesia - PARKEE,N/A,Dealls,https://dealls.com/
Photo&VideoGrapher,Jakarta Utara,Design And Creative,https://dealls.com/role/photoandvideographer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-07T03:30:28.934Z,True,Jaddi+,N/A,Dealls,https://dealls.com/
Fasilitator,Yogyakarta,Recruiting And People,https://dealls.com/role/fasilitator,22/08/2024 07:11:18,2000000,fullTime,N/A,,2024-07-23T00:54:49.486Z,True,Indobot Academy,N/A,Dealls,https://dealls.com/
Personal Assistant,Surabaya,Admin And Ops,https://dealls.com/role/personal-assistant-9,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-05T15:33:36.156Z,True,Tim Mizz Rosie,N/A,Dealls,https://dealls.com/
INTERN UI/UX,Jakarta Pusat,Design And Creative,https://dealls.com/role/intern-uiux,22/08/2024 07:11:18,500000,internship,N/A,,2024-08-06T09:09:42.655Z,True,PT Kaleb Makmur Adhigana (Kaleb Furniture),N/A,Dealls,https://dealls.com/
Creative Group Head,Tangerang Selatan,Marketing And Social Media,https://dealls.com/role/creative-group-head-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-14T11:18:08.079Z,True,Redwoods Digital,N/A,Dealls,https://dealls.com/
Senior Quality Assurance Engineer,Jakarta Selatan,It And Engineering,https://dealls.com/role/senior-quality-assurance-engineer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-05-17T11:31:57.209Z,True,JULO,N/A,Dealls,https://dealls.com/
Food Techno Commercial,Tangerang,Business Dev And Sales,https://dealls.com/role/food-techno-commercial,22/08/2024 07:11:18,4280215,contract,N/A,,2023-03-08T14:22:23.740Z,True,PT Vosen Pratita Kemindo,N/A,Dealls,https://dealls.com/
RnD Staff,Pasuruan,Data And Product Management,https://dealls.com/role/rnd-staff,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T09:21:11.736Z,True,PT. Aneka Tuna Indonesia,N/A,Dealls,https://dealls.com/
Fullstack Developer,Jakarta Selatan,It And Engineering,https://dealls.com/role/fullstack-developer-4,22/08/2024 07:11:18,6000000,fullTime,N/A,,2023-10-17T07:27:24.857Z,True,ITOMMEY Group,N/A,Dealls,https://dealls.com/
PHP Developer,Jakarta Selatan,It And Engineering,https://dealls.com/role/php-developer-1,22/08/2024 07:11:18,6000000,fullTime,N/A,,2023-09-26T10:17:37.981Z,True,ITOMMEY Group,N/A,Dealls,https://dealls.com/
Inside Sales,Jakarta Selatan,Business Dev And Sales,https://dealls.com/role/inside-sales,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T13:52:20.822Z,True,Sodexo,N/A,Dealls,https://dealls.com/
Full-stack Web Developer,Tangerang Selatan,It And Engineering,https://dealls.com/role/full-stack-web-developer,22/08/2024 07:11:18,5000000,"fullTime,contract",N/A,,2023-03-08T14:27:04.524Z,True,Harnods,N/A,Dealls,https://dealls.com/
Sales Executive,Bogor Regency,Business Dev And Sales,https://dealls.com/role/sales-executive-6,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T12:33:10.537Z,True,Pembukuanku,N/A,Dealls,https://dealls.com/
Video Editor,Jakarta Utara,Design And Creative,https://dealls.com/role/video-editor-13,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-09T04:45:50.431Z,True,Venom Indonesia,N/A,Dealls,https://dealls.com/
Account Manager,Jakarta,Business Dev And Sales,https://dealls.com/role/account-manager-48,22/08/2024 07:11:18,10000000,fullTime,N/A,,2024-06-03T03:20:13.665Z,True,KECILIN,N/A,Dealls,https://dealls.com/
Customer Service,Jakarta Pusat,Admin And Ops,https://dealls.com/role/customer-service-15,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-30T07:46:25.628Z,True,KECILIN,N/A,Dealls,https://dealls.com/
Account Manager,Jakarta Pusat,Business Dev And Sales,https://dealls.com/role/account-manager-46,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-28T08:08:42.449Z,True,KECILIN,N/A,Dealls,https://dealls.com/
Product Manager,Yogyakarta,Data And Product Management,https://dealls.com/role/product-manager-69,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-26T01:20:21.538Z,True,KiriminAja,N/A,Dealls,https://dealls.com/
Tax Accountant,Tangerang Selatan,Finance And Accounting,https://dealls.com/role/tax-accountant,22/08/2024 07:11:18,4600000,fullTime,N/A,,2023-03-08T12:52:04.516Z,True,MIM Consulting,N/A,Dealls,https://dealls.com/
Quality Assurance,Jakarta,It And Engineering,https://dealls.com/role/quality-assurance-4,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-02-06T09:22:18.850Z,True,Bringin Inti Teknologi,N/A,Dealls,https://dealls.com/
Content Creator for EONA,Surabaya,Marketing And Social Media,https://dealls.com/role/content-creator-for-eona,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-20T03:29:25.609Z,True,BrandPartner - Strategic Growth Consultant,N/A,Dealls,https://dealls.com/
Video Editor,Semarang,Design And Creative,https://dealls.com/role/video-editor-1,22/08/2024 07:11:18,3000000,fullTime,N/A,,2023-03-08T12:03:31.139Z,True,PT Rect Media Komputindo,N/A,Dealls,https://dealls.com/
Quality Assurance (QA) Tester,Jakarta Pusat,It And Engineering,https://dealls.com/role/quality-assurance-qa-tester-8,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-03-18T07:54:34.883Z,True,Digisign.id,N/A,Dealls,https://dealls.com/
Social Media Specialist,Jakarta Utara,Marketing And Social Media,https://dealls.com/role/social-media-specialist-46,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-29T02:11:32.498Z,True,PT. BING KREATIF MANDIRI,N/A,Dealls,https://dealls.com/
Project Specialist,Jakarta Pusat,It And Engineering,https://dealls.com/role/project-specialist,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-15T06:49:51.477Z,True,Triputra Visi Energi (TRIVE),N/A,Dealls,https://dealls.com/
Finance - Accounting - and Tax Manager,Jakarta,Finance And Accounting,https://dealls.com/role/finance-accounting-and-tax-manager-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-18T12:22:55.293Z,True,Triputra Visi Energi (TRIVE),N/A,Dealls,https://dealls.com/
Procurement Officer,Jakarta,Admin And Ops,https://dealls.com/role/procurement-officer-4,22/08/2024 07:11:18,N/A,internship,N/A,,2024-07-17T04:57:37.614Z,True,Triputra Visi Energi (TRIVE),N/A,Dealls,https://dealls.com/
Electrical Engineer,Jakarta Pusat,It And Engineering,https://dealls.com/role/electrical-engineer-2,22/08/2024 07:11:18,N/A,contract,N/A,,2024-05-15T07:39:55.977Z,True,Triputra Visi Energi (TRIVE),N/A,Dealls,https://dealls.com/
Compensation & Benefit Officer,Jakarta Pusat,Recruiting And People,https://dealls.com/role/compensation-and-benefit-officer,22/08/2024 07:11:18,N/A,contract,N/A,,2024-06-07T09:13:13.532Z,True,Triputra Visi Energi (TRIVE),N/A,Dealls,https://dealls.com/
Site Supervisor,Jakarta,N/A,https://dealls.com/role/project-supervisor,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-15T06:50:31.084Z,True,Triputra Visi Energi (TRIVE),N/A,Dealls,https://dealls.com/
Base24 Engineer,Jakarta Selatan,It And Engineering,https://dealls.com/role/base24-engineer,22/08/2024 07:11:18,10000000,fullTime,N/A,,2024-01-30T06:13:31.456Z,True,Akar Inti Enterprise,N/A,Dealls,https://dealls.com/
VP of Technology,Jakarta Selatan,It And Engineering,https://dealls.com/role/vp-of-technology,22/08/2024 07:11:18,50000000,fullTime,N/A,,2024-05-15T01:41:33.405Z,True,Akar Inti Enterprise,N/A,Dealls,https://dealls.com/
Mobile Developer (iOS),Jakarta Selatan,It And Engineering,https://dealls.com/role/mobile-developer-ios-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-26T10:25:05.501Z,True,Akar Inti Enterprise,N/A,Dealls,https://dealls.com/
Finance Administration,Jakarta Selatan,Finance And Accounting,https://dealls.com/role/finance-administration,22/08/2024 07:11:18,2000000,contract,N/A,,2023-03-08T13:02:49.123Z,True,Cakrawala Insani Global,N/A,Dealls,https://dealls.com/
Export Import Staff,Jakarta Utara,Admin And Ops,https://dealls.com/role/export-import-staff-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-12T03:53:16.028Z,True,PT. BING KREATIF MANDIRI,N/A,Dealls,https://dealls.com/
KOL Specialist,Remote,Marketing And Social Media,https://dealls.com/role/kol-specialist-16,22/08/2024 07:11:18,3000000,fullTime,N/A,,2024-08-13T03:10:04.103Z,True,NOU Creative Lab,N/A,Dealls,https://dealls.com/
Senior QA Engineer,Jakarta Selatan,It And Engineering,https://dealls.com/role/senior-qa-engineer-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-10-12T04:16:23.432Z,True,JULO,N/A,Dealls,https://dealls.com/
Internal Auditor,Jakarta Barat,Finance And Accounting,https://dealls.com/role/internal-auditor-5,22/08/2024 07:11:18,7000000,fullTime,N/A,,2024-08-13T04:16:30.636Z,True,Bumi Lestari Investama,N/A,Dealls,https://dealls.com/
Livestreaming Host for Alicia Couture,Jakarta Barat,N/A,https://dealls.com/role/livestreaming-host-and-content-creator,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-30T02:58:01.125Z,True,BrandPartner - Strategic Growth Consultant,N/A,Dealls,https://dealls.com/
Head of Sales for BIGCON,Surabaya,Business Dev And Sales,https://dealls.com/role/head-of-sales-for-bigcon,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-25T07:18:32.552Z,True,BrandPartner - Strategic Growth Consultant,N/A,Dealls,https://dealls.com/
Art Director for REI Skin,Surabaya,Design And Creative,https://dealls.com/role/art-director-for-rei-skin,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-04T05:43:04.759Z,True,BrandPartner - Strategic Growth Consultant,N/A,Dealls,https://dealls.com/
Account Executive for REI Skin,Surabaya,Business Dev And Sales,https://dealls.com/role/account-executive-for-rei-skin,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-15T02:06:15.879Z,True,BrandPartner - Strategic Growth Consultant,N/A,Dealls,https://dealls.com/
HR Team - Learning & Development Specialist for Havanna Reflexology,Surabaya,Recruiting And People,https://dealls.com/role/hr-team-learning-and-development,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-11T03:52:46.988Z,True,BrandPartner - Strategic Growth Consultant,N/A,Dealls,https://dealls.com/
3D Artist,Remote,Design And Creative,https://dealls.com/role/3d-artist-2,22/08/2024 07:11:18,N/A,freelance,N/A,,2023-10-18T01:20:15.148Z,True,ITOMMEY Group,N/A,Dealls,https://dealls.com/
Junior Backend Developer,Jakarta Pusat,It And Engineering,https://dealls.com/role/junior-backend-developer-1,22/08/2024 07:11:18,5000000,fullTime,N/A,,2024-08-13T13:00:36.473Z,True,PT Kaleb Makmur Adhigana (Kaleb Furniture),N/A,Dealls,https://dealls.com/
Field Audit (Audit Lapangan),Tangerang,Finance And Accounting,https://dealls.com/role/field-audit-audit-lapangan,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-03-26T03:43:39.757Z,True,BPR Prima Kredit Mandiri,N/A,Dealls,https://dealls.com/
Business Development,Tangerang Selatan,Business Dev And Sales,https://dealls.com/role/business-development-35,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-19T11:25:19.076Z,True,Redwoods Digital,N/A,Dealls,https://dealls.com/
Data Engineer,Jakarta Pusat,Data And Product Management,https://dealls.com/role/data-engineer-30,22/08/2024 07:11:18,N/A,contract,N/A,,2024-07-30T02:57:06.028Z,True,SG-EDTS,N/A,Dealls,https://dealls.com/
Full Stack Engineer,Jakarta Selatan,It And Engineering,https://dealls.com/role/full-stack-engineer-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T08:13:39.981Z,True,Linc Group,N/A,Dealls,https://dealls.com/
Franchise Staff,Jakarta Utara,Marketing And Social Media,https://dealls.com/role/franchise-staff-1,22/08/2024 07:11:18,5000000,fullTime,N/A,,2024-08-12T11:05:02.838Z,True,PT. BING KREATIF MANDIRI,N/A,Dealls,https://dealls.com/
Strategic Business Development,Jakarta Selatan,Business Dev And Sales,https://dealls.com/role/strategic-business-development,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-14T04:29:25.730Z,True,Sprint Asia,N/A,Dealls,https://dealls.com/
Quality Assurance (QA) Tester,Surabaya,It And Engineering,https://dealls.com/role/quality-assurance-qa-tester-3,22/08/2024 07:11:18,4000000,fullTime,N/A,,2023-03-08T06:42:34.614Z,True,Maxxi Tani,N/A,Dealls,https://dealls.com/
Tiktok Specialist (Urgently),Jakarta Utara,Marketing And Social Media,https://dealls.com/role/tiktok-specialist-urgently,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-02T08:19:21.445Z,True,PT. BING KREATIF MANDIRI,N/A,Dealls,https://dealls.com/
Senior Brand Manager,Tangerang,Marketing And Social Media,https://dealls.com/role/senior-brand-manager-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-05T03:54:19.912Z,True,mGanik Group - PT Mganik Grup Mitra Indonesia,N/A,Dealls,https://dealls.com/
Sr. Content Specialist (Instagram and Web),Jakarta Selatan,Design And Creative,https://dealls.com/role/sr-content-specialist-instagram-and-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-07-26T05:33:17.275Z,True,VOLIX. Group,N/A,Dealls,https://dealls.com/
Brand Leader,Bekasi,Marketing And Social Media,https://dealls.com/role/brand-leader,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-24T10:10:16.634Z,True,ANTARESTAR,N/A,Dealls,https://dealls.com/
Back End Developer,Tangerang Selatan,It And Engineering,https://dealls.com/role/software-engineer-backend-31,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-16T03:46:52.308Z,True,Sprout Digital Labs,N/A,Dealls,https://dealls.com/
Backend Developer,Jakarta Selatan,It And Engineering,https://dealls.com/role/backend-developer-15,22/08/2024 07:11:18,6000000,fullTime,N/A,,2023-10-17T06:48:48.927Z,True,ITOMMEY Group,N/A,Dealls,https://dealls.com/
Junior Software Engineer,Jakarta,It And Engineering,https://dealls.com/role/junior-software-engineer-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-16T07:40:48.645Z,True,Ukirama,N/A,Dealls,https://dealls.com/
Graphic Designer Intern,Jakarta Barat,N/A,https://dealls.com/role/graphic-designer-80,22/08/2024 07:11:18,N/A,internship,N/A,,2024-06-26T10:55:03.269Z,True,Serial,N/A,Dealls,https://dealls.com/
Ecommerce Specialist (Beauty and Electronics),Remote,Marketing And Social Media,https://dealls.com/role/ecommerce-specialist-beauty-and-electronics,22/08/2024 07:11:18,5500000,fullTime,N/A,,2024-07-30T01:03:54.677Z,True,Marketplace Insight,N/A,Dealls,https://dealls.com/
